id,amount_tsh,gps_height,installer,longitude,latitude,basin,subvillage,region,region_code,district_code,lga,ward,population,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
1979,6,1597,222,37.44779205,-3.29862261,5,2049,6,3,4,73,689,30,10,1,2008,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
2223,0,0,395,36.083819,-6.37283468,8,7781,2,1,4,11,295,0,7,1,0,9,6,3,7,4,6,6,7,5,0,0,7,5,0,6,5
14460,0,590,938,37.31872811,-11.10309981,7,4784,16,10,1,120,1140,1,7,0,2000,14,11,1,7,4,5,3,6,2,1,1,3,0,0,4,3
10097,0,1307,222,31.21368029,-8.42759027,3,2914,15,15,2,113,512,400,7,1,1986,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
9608,0,1588,344,34.66231399,-1.81603758,4,7840,9,20,2,103,1317,200,9,2,1995,8,5,1,11,4,5,3,4,4,1,1,7,5,0,4,3
7447,0,0,895,32.69677821,-4.97249739,3,1989,19,14,6,115,483,0,7,1,0,9,6,3,7,4,4,5,6,2,1,1,0,1,1,1,1
1871,0,361,540,37.63682888,-6.11510509,8,2655,11,5,6,83,200,90,7,1,2007,13,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
13161,0,1397,0,34.91761368,-5.23572449,0,3768,18,13,2,109,986,1,7,2,1970,7,4,2,7,4,6,6,7,5,0,0,3,0,0,1,1
6862,30,231,1010,38.3294939,-6.45215294,8,4544,14,6,1,3,841,30,8,1,2005,6,10,5,4,0,4,5,6,2,1,1,6,4,1,1,1
5203,0,2210,413,36.25513426,-2.90794521,0,3412,0,2,6,50,554,350,7,2,2002,3,1,0,7,4,5,3,6,2,2,2,6,4,1,0,0
2878,0,0,0,33.80125196,-9.28385369,1,5277,10,12,4,100,863,0,7,2,0,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
6748,0,420,274,39.43411051,-10.81416523,7,4537,12,9,4,116,162,1,10,1,1982,13,10,5,7,4,0,2,6,2,3,3,3,0,0,1,1
8070,0,0,168,35.63211836,-6.00018795,0,4396,2,1,5,14,1061,0,7,0,0,7,4,2,4,0,4,5,6,2,0,0,3,0,0,2,1
14145,0,0,337,33.21313526,-6.8412009,2,2000,19,14,5,107,735,0,7,1,0,4,2,1,7,4,0,2,4,4,1,1,7,5,0,4,3
9582,0,67,0,39.09057676,-6.98052531,8,5519,1,7,2,20,140,450,9,2,2000,13,10,5,11,4,0,2,5,4,1,1,3,0,0,1,1
14314,0,0,480,31.8511664,-1.04618945,4,3356,4,18,2,7,1692,0,7,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,5,4
2174,5,1000,222,37.29907868,-3.30834367,5,2699,6,3,4,73,658,45,10,1,2007,3,1,0,9,4,4,5,6,2,1,1,6,4,1,1,1
13705,0,0,0,33.6230756,-9.33783742,1,6755,10,12,4,100,712,0,7,2,0,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
11263,50,297,101,38.30969554,-9.94079045,7,5563,7,80,13,49,557,350,7,1,1978,7,4,2,7,4,4,5,5,4,0,0,3,0,0,1,1
4118,0,0,1047,33.34569363,-3.78252288,0,5996,17,17,3,104,1737,0,7,1,0,9,6,3,7,4,0,2,6,2,1,1,3,0,0,6,5
8223,0,1607,222,36.66020597,-3.30325979,5,3391,0,2,2,0,650,300,7,1,1980,3,1,0,7,4,0,2,6,2,2,2,8,6,0,6,5
11556,0,0,0,33.68083057,-9.20705705,1,345,10,12,4,100,1814,0,7,2,0,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
8577,50,683,599,35.76335714,-7.16110609,6,4599,3,11,1,24,427,1,7,1,2010,3,1,0,7,4,4,5,4,4,1,1,8,6,0,1,1
1598,50,332,437,38.38071903,-11.0508622,7,5097,12,90,17,87,166,50,7,1,2012,11,9,4,7,4,4,5,4,4,1,1,7,5,0,4,3
7648,0,0,996,34.25575661,-3.71523668,0,843,17,17,6,64,1371,0,3,1,0,3,1,0,3,2,0,2,6,2,0,0,5,3,1,6,5
13685,0,0,222,0,-2.00E-08,3,1410,13,19,6,15,66,0,7,1,0,9,6,3,7,4,6,6,7,5,0,0,3,0,0,6,5
10709,0,0,145,36.08083503,-4.79684439,0,8290,2,1,1,42,103,0,7,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
10670,1000,2139,722,34.48574683,-9.34982256,1,3989,3,11,4,91,302,35,7,1,1995,3,1,0,7,4,2,0,6,2,1,1,8,6,0,2,1
10069,0,1198,344,33.90865995,-1.46058311,4,3344,9,20,6,97,751,280,7,0,1983,13,10,5,7,4,0,2,6,2,1,1,2,4,1,2,1
6132,50,114,950,40.02883971,-10.31297957,7,7664,12,99,1,77,1052,300,7,1,1977,13,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
2275,0,0,222,33.04991223,-2.46587345,4,906,13,19,2,54,56,0,7,1,0,14,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
13329,20,473,241,38.01038571,-5.86728852,8,983,14,6,1,3,574,260,7,0,2009,4,2,1,7,4,4,5,4,4,1,1,7,5,0,4,3
13283,0,0,344,0,-2.00E-08,4,7778,13,19,6,15,1283,0,7,1,0,14,11,1,7,4,0,2,6,2,2,2,7,5,0,4,3
1984,0,0,222,31.17639801,-1.70985499,4,2394,4,18,1,26,318,0,7,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
4288,0,0,337,32.74668024,-5.61183413,3,1652,19,14,5,107,1780,0,7,1,0,9,6,3,7,4,0,2,6,2,3,3,0,1,1,1,1
13373,1000,323,222,36.35927649,-8.79247014,6,106,11,5,4,122,1897,1,10,1,1995,3,1,0,11,4,3,1,6,2,1,1,6,4,1,1,1
1661,0,0,120,36.18209659,-6.08274468,8,5715,2,1,4,11,938,0,7,1,0,8,5,1,7,4,6,6,6,2,0,0,7,5,0,4,3
8735,250,1288,981,30.22581347,-4.49963868,3,7044,5,16,2,28,1703,370,11,1,2001,3,1,0,9,4,3,1,6,2,1,1,6,4,1,1,1
2447,0,384,222,38.39346467,-4.5051158,5,5435,20,4,1,52,859,1,7,1,2004,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
5488,0,0,413,33.10147371,-9.23611066,1,1061,10,12,6,62,1631,0,7,0,0,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
14048,0,0,222,33.3990153,-3.69874422,0,240,17,17,7,105,746,0,9,1,0,0,0,1,11,4,5,3,6,2,2,2,7,5,0,4,3
826,0,807,222,31.78831354,-7.81027407,2,3743,15,15,2,113,1308,156,7,1,1983,3,1,0,7,4,0,2,6,2,0,0,6,4,1,1,1
12136,0,1308,222,34.02058011,-3.03026245,4,6681,17,17,1,5,1553,300,9,0,1998,8,5,1,11,4,0,2,5,4,2,2,7,5,0,4,3
3163,0,1679,197,35.32063241,-8.05675657,6,4715,3,11,1,24,888,350,7,1,1988,14,11,1,7,4,0,2,6,2,1,1,3,0,0,4,3
6265,0,1325,1087,34.93125914,-10.12870287,1,3919,3,11,5,51,272,250,7,0,2007,3,1,0,7,4,5,3,6,2,0,0,6,4,1,1,1
8064,0,0,981,32.51575571,-2.3395574,4,268,13,19,5,102,1583,0,7,0,0,8,5,1,7,4,0,2,6,2,0,0,7,5,0,4,3
6958,500,1555,222,31.04208982,-7.44310821,2,1498,15,15,3,92,1438,1,7,0,2006,4,2,1,7,4,2,0,4,4,2,2,3,0,0,4,3
3939,0,0,0,31.77964934,-1.34915309,4,3924,4,18,6,8,572,0,7,0,0,3,1,0,7,4,0,2,6,2,2,2,5,3,1,1,1
13200,700,1302,222,30.59032275,-3.68881316,3,1871,5,16,1,30,401,400,7,0,2002,3,1,0,7,4,2,0,6,2,2,2,6,4,1,1,1
10786,0,1350,941,36.65313504,-2.6900758,0,7181,0,2,6,50,822,800,7,2,2006,3,1,0,7,4,5,3,6,2,2,2,8,6,0,0,0
13148,0,1477,981,34.98841207,-8.84086531,6,8058,3,11,4,91,933,40,7,0,2010,8,5,1,7,4,0,2,6,2,1,1,1,0,0,4,3
4973,20,880,760,37.02892718,-3.51351437,5,6224,8,21,4,108,1108,200,7,1,2004,13,10,5,7,4,4,5,6,2,1,1,3,0,0,1,1
11168,0,0,746,30.58385435,-2.52926712,4,2223,4,18,11,89,491,0,7,0,0,11,9,4,7,4,0,2,6,2,3,3,8,6,0,1,1
9647,0,0,303,35.38204864,-6.41391469,0,7309,2,1,6,4,1559,0,7,1,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
10331,0,182,222,38.8773873,-7.74056056,6,797,14,60,14,99,577,1,7,1,2005,7,4,2,7,4,0,2,6,2,1,1,3,0,0,1,1
1564,0,250,855,36.70526146,-8.13092912,6,2240,11,5,3,35,285,300,0,1,2009,14,11,1,7,4,0,2,6,2,3,3,7,5,0,4,3
14805,0,872,875,35.24913492,-5.80951273,0,8353,18,13,3,56,664,356,0,0,2000,0,0,1,7,4,0,2,6,2,1,1,7,5,0,4,3
480,0,0,222,30.97258089,-1.69544756,4,19,4,18,1,26,1570,0,0,1,0,3,1,0,1,1,0,2,6,2,3,3,5,3,1,1,1
12107,500,1785,40,34.81847188,-9.03727229,6,3666,3,11,4,91,1311,125,9,1,2011,3,1,0,11,4,3,1,6,2,1,1,8,6,0,1,1
3276,30,410,280,39.39559602,-10.62919199,7,2132,12,90,12,88,1254,380,7,0,1988,13,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
7324,0,0,198,32.65230697,-8.81059901,2,4579,10,12,6,62,1445,0,7,0,0,14,11,1,7,4,0,2,4,4,2,2,3,0,0,4,3
8591,0,562,746,37.5320952,-6.9644683,8,5090,11,5,6,83,1199,1,7,1,1980,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
11807,0,0,222,31.06156341,-3.11691,3,6941,4,18,4,6,479,0,7,1,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
9603,25,1668,197,35.54304631,-7.9226026,6,7480,3,11,1,24,1271,1,7,1,1982,3,1,0,7,4,4,5,6,2,0,0,8,6,0,1,1
6928,10,1187,105,37.16431522,-3.25540663,5,4572,6,3,5,16,1014,125,10,1,1999,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
7672,0,1243,716,35.07347187,-11.10649975,7,8125,16,10,3,61,1064,300,3,1,2011,3,1,0,3,2,6,6,6,2,1,1,8,6,0,5,4
4995,0,0,0,33.85070527,-8.83027032,6,2072,10,12,7,59,309,0,8,1,0,3,1,0,10,4,3,1,6,2,2,2,6,4,1,1,1
8409,250,1336,401,30.03465452,-4.67782521,3,7716,5,16,2,28,1345,650,11,1,2002,3,1,0,9,4,3,1,6,2,1,1,6,4,1,1,1
5542,0,0,0,33.49264138,-9.50679267,1,1891,10,12,5,21,450,0,7,0,0,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
9968,200,1767,222,38.20380067,-4.5545551,5,36,20,4,1,52,1817,1,7,1,2002,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
6535,0,846,1044,35.00788373,-5.94566733,0,1151,18,13,3,56,941,300,7,0,1978,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
3472,0,1448,222,31.02879241,-7.24796498,3,5276,15,15,3,92,1293,1,7,0,1984,4,2,1,7,4,0,2,4,4,1,1,3,0,0,4,3
10942,1000,2134,725,34.53783671,-9.31918746,1,1242,3,11,4,91,302,70,7,0,2000,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
3255,0,1173,487,37.05826098,-3.2439059,5,6497,6,3,7,106,1777,1,10,1,2003,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
10948,0,1509,222,37.51576601,-3.27514963,5,8358,6,3,4,73,1003,1,7,1,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
1246,0,0,592,32.63516492,-5.0897873,3,1427,19,14,3,124,348,0,7,1,0,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
9322,0,438,712,37.12008741,-6.69330953,8,122,11,5,1,36,141,100,7,1,1976,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
13034,0,0,344,33.50482664,-2.93628442,4,5849,13,19,4,45,969,0,7,1,0,12,7,1,7,4,0,2,6,2,1,1,3,0,0,4,3
10527,250,1293,650,30.15841996,-4.49368603,3,5343,5,16,2,28,601,320,11,1,2006,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
6287,0,0,222,30.96492931,-1.25342191,4,1542,4,18,1,26,887,0,9,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
14562,500,961,746,29.67486763,-4.77820624,3,301,5,16,3,31,454,56,7,1,1985,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1
3877,50,1427,222,36.67695344,-3.35521506,5,5231,0,2,2,0,681,200,7,1,2000,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1
6524,0,285,222,36.02868413,-8.55014362,6,1532,11,5,3,35,169,500,0,1,1982,9,6,3,7,4,0,2,6,2,2,2,7,5,0,4,3
5564,0,203,746,36.68837066,-8.15466158,6,2564,11,5,3,35,285,300,0,1,1986,8,5,1,7,4,0,2,0,0,2,2,7,5,0,4,3
9961,300,1640,222,34.93359697,-8.98246585,6,3666,3,11,4,91,300,250,10,0,2009,3,1,0,9,4,5,3,6,2,1,1,8,6,0,1,1
4208,0,1043,222,34.32895211,-4.09660318,0,2380,18,13,1,23,1846,410,3,1,1994,3,1,0,3,2,0,2,6,2,0,0,5,3,1,1,1
11568,0,1187,222,33.46138654,-2.0837293,4,7838,9,20,4,10,1600,250,7,1,1972,3,1,0,7,4,0,2,6,2,1,1,2,4,1,2,1
12229,50,-27,1,39.35507162,-6.85787485,8,1810,1,7,3,119,1166,50,9,0,2000,13,10,5,11,4,4,5,4,4,3,3,3,0,0,1,1
13975,100,2284,168,34.05782781,-9.200464,1,4277,3,11,3,55,734,0,7,1,2007,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
955,0,1190,222,37.42578015,-3.32466623,5,5041,6,3,4,73,651,70,7,1,1974,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
1108,0,653,1048,37.82414584,-4.35933348,5,4037,6,3,3,101,947,50,11,1,1995,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
7528,0,0,841,32.80517538,-2.49844314,4,1843,13,19,5,102,1596,0,7,1,0,9,6,3,7,4,0,2,6,2,1,1,2,4,1,1,1
4054,0,233,274,39.5909204,-10.85970886,7,8211,12,9,4,116,1448,560,10,1,1982,13,10,5,7,4,0,2,6,2,0,0,3,0,0,2,1
173,0,0,305,0,-2.00E-08,4,7064,13,19,6,15,475,0,7,1,0,13,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
3158,0,0,556,36.60997182,-6.34045884,8,0,2,1,3,43,138,0,7,0,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,2,1
12143,500,1395,222,34.64262739,-8.84835978,6,5170,3,11,4,91,1940,86,8,1,1978,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1
4482,0,0,0,33.81500289,-9.15790169,1,5864,10,12,4,100,876,0,7,2,0,9,6,3,7,4,0,2,6,2,1,1,6,4,1,1,1
9448,0,269,746,36.68005505,-8.12865673,6,8325,11,5,3,35,285,500,0,1,1976,13,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
1698,0,0,319,31.66154291,-2.62465119,4,1403,4,18,8,12,343,0,8,1,0,0,0,1,10,4,3,1,6,2,2,2,1,0,0,4,3
10920,2400,1558,197,35.48846432,-7.74645202,6,2769,3,11,1,24,1638,1,7,1,1994,3,1,0,7,4,2,0,6,2,0,0,8,6,0,1,1
11724,0,0,222,0,-2.00E-08,4,5797,17,17,1,5,1356,0,9,0,0,4,2,1,11,4,0,2,6,2,1,1,7,5,0,4,3
2330,0,1567,0,34.89323805,-5.04714601,0,4688,18,13,2,109,1567,1,7,2,1980,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
8118,500,530,447,36.87102331,-7.08120089,8,5168,11,5,1,36,1881,100,7,1,1996,9,6,3,7,4,3,1,6,2,1,1,7,5,0,6,5
3450,0,1599,171,29.75400618,-4.6295314,3,5425,5,16,3,31,480,175,7,1,2009,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
12693,0,1287,248,30.03524662,-4.77333277,3,7560,5,16,2,28,1717,120,11,1,2009,3,1,0,4,0,0,2,6,2,2,2,8,6,0,1,1
9139,0,0,0,34.36317751,-8.70711199,6,8072,10,12,7,59,1707,0,10,1,0,3,1,0,9,4,0,2,6,2,3,3,6,4,1,1,1
8547,0,0,180,33.0167663,-4.10777176,0,1162,19,14,1,94,513,0,7,0,0,9,6,3,7,4,5,3,6,2,1,1,7,5,0,6,5
12956,0,1663,222,36.65722207,-3.14928068,0,4456,0,2,2,0,1647,150,7,1,2000,3,1,0,7,4,0,2,1,1,1,1,8,6,0,1,1
6605,0,0,168,35.62353874,-6.0531422,0,2279,2,1,5,14,1061,0,7,0,0,7,4,2,4,0,4,5,6,2,0,0,3,0,0,1,1
7712,30,80,235,39.36132617,-10.30066611,7,7344,7,80,10,47,1284,231,7,0,2010,3,1,0,7,4,4,5,6,2,1,1,6,4,1,1,1
12905,0,0,147,33.69417819,-9.60158052,1,4608,10,12,3,21,325,0,11,1,0,3,1,0,8,0,3,1,6,2,0,0,8,6,0,1,1
7153,0,0,222,0,-2.00E-08,4,5140,13,19,2,54,1185,0,0,1,0,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
3755,50,-40,1,39.3509804,-6.8548894,8,7504,1,7,3,119,1166,30,5,0,2000,7,4,2,2,1,4,5,4,4,1,1,3,0,0,1,1
9149,4000,1945,102,35.88135449,-8.22760955,6,551,3,11,7,34,32,150,7,1,2003,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
3900,2000,1579,807,35.17804682,-9.60516509,6,8298,3,11,4,91,597,230,8,0,2008,3,1,0,10,4,2,0,6,2,1,1,8,6,0,1,1
8844,0,1324,222,31.21437234,-8.42267718,3,1640,15,15,2,113,512,350,7,1,1986,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
14657,0,1191,222,33.0898552,-2.08291095,4,2072,13,19,1,121,70,300,10,1,2009,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
14557,0,0,222,34.14092055,-3.1010022,4,1365,17,17,2,58,369,0,9,0,0,14,11,1,11,4,1,4,6,2,1,1,7,5,0,4,3
13751,0,0,1012,0,-2.00E-08,4,6562,17,17,1,5,81,0,9,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
167,0,0,304,36.00324935,-6.66937376,6,4958,2,1,1,76,1143,0,7,1,0,13,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
11573,0,0,222,32.51904399,-3.42592046,3,1512,17,17,3,25,146,0,0,1,0,8,5,1,11,4,6,6,3,3,1,1,7,5,0,4,3
3868,30,1636,0,34.86009198,-4.9603075,0,2775,18,13,2,109,1328,300,7,2,2000,13,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
3609,1000,1684,129,31.17736832,-7.85162161,2,6100,15,15,3,92,532,150,7,1,1982,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
12410,0,1540,237,37.60056127,-3.24217264,5,8101,6,3,1,96,551,1,1,1,2008,3,1,0,0,0,3,1,6,2,2,2,8,6,0,1,1
13699,50,92,222,38.96232591,-6.74666472,8,3645,14,6,2,29,1848,1,11,1,2010,7,4,2,7,4,4,5,6,2,2,2,6,4,1,2,1
13984,50,1282,1039,36.60039595,-5.75361423,8,621,8,21,5,41,1802,2300,7,1,2010,3,1,0,7,4,4,5,3,3,2,2,0,1,1,1,1
308,7,425,165,38.28933195,-4.88713106,5,3989,20,4,2,44,1238,200,7,0,0,3,1,0,7,4,4,5,6,2,2,2,8,6,0,1,1
1859,0,0,0,33.8221942,-9.17646893,1,1526,10,12,4,100,386,0,7,2,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
3628,0,393,270,38.63157083,-10.76147928,7,5182,12,90,12,57,1435,1,7,1,1985,9,6,3,7,4,6,6,4,4,0,0,7,5,0,6,5
1843,50,1630,0,34.96267778,-4.64085129,0,1985,18,13,2,109,1109,1,7,2,2010,13,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
5940,0,1058,549,31.05507241,-6.34349335,2,4875,15,15,1,75,1161,1,11,1,2006,7,4,2,8,0,0,2,6,2,1,1,0,1,1,1,1
4543,0,302,270,38.97742972,-10.86109524,7,1351,12,90,12,57,172,1,7,1,1985,9,6,3,7,4,6,6,6,2,0,0,7,5,0,6,5
11683,50,41,391,40.15285576,-10.62706703,7,49,12,99,1,77,144,250,7,1,2000,7,4,2,7,4,4,5,6,2,1,1,3,0,0,2,1
6109,0,0,319,31.76623892,-2.47136766,4,7841,4,18,8,12,602,0,8,1,0,8,5,1,10,4,3,1,6,2,1,1,7,5,0,4,3
1823,0,1240,1040,35.10044317,-10.97260452,7,7915,16,10,3,61,630,50,9,1,2012,3,1,0,11,4,6,6,6,2,1,1,8,6,0,1,1
10031,30,204,220,38.23944534,-6.63514837,8,3059,14,6,1,3,136,200,7,1,2005,6,10,5,7,4,4,5,6,2,1,1,0,1,1,1,1
10910,0,0,728,33.66299145,-9.000444,1,3855,10,12,2,60,1883,0,7,0,0,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
3264,0,1575,240,35.29462929,-4.42805372,0,117,8,21,2,17,233,247,7,1,2011,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
11326,0,0,147,33.80093766,-9.50117497,1,3709,10,12,3,46,365,0,7,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
1950,8000,113,1018,38.86026735,-6.78389746,8,8312,14,6,2,29,1794,26,3,1,2010,7,4,2,7,4,3,1,6,2,1,1,6,4,1,1,1
6308,0,1502,292,34.7977164,-4.79860701,0,2767,18,13,4,110,1887,42,7,1,1984,14,11,1,7,4,0,2,6,2,0,0,3,0,0,4,3
2564,25,628,725,37.56269862,-4.18435182,5,5744,6,3,3,101,1720,250,11,2,2009,16,12,6,11,4,4,5,6,2,1,1,3,0,0,2,1
11814,0,0,678,30.44214428,-2.62263856,4,3142,4,18,11,89,886,0,7,0,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
142,50,118,1086,38.86400648,-6.83030933,8,198,14,6,2,29,1794,40,4,1,2010,3,1,0,7,4,4,5,6,2,2,2,6,4,1,1,1
3182,500,259,746,36.6845496,-8.11384366,6,7722,11,5,3,35,564,500,0,1,1991,14,11,1,7,4,5,3,6,2,2,2,7,5,0,4,3
5204,0,21,433,39.16671243,-7.01882928,8,6347,14,60,13,69,1825,543,7,0,2007,9,6,3,7,4,0,2,6,2,0,0,7,5,0,6,5
9248,0,1648,137,34.75465312,-1.78533397,4,3343,9,20,2,103,699,861,2,1,2001,3,1,0,11,4,0,2,6,2,0,0,5,3,1,1,1
4439,0,0,222,31.70265278,-5.04001362,3,5551,19,14,4,123,481,0,7,0,0,0,0,1,7,4,0,2,4,4,1,1,7,5,0,4,3
579,300,302,163,36.99767453,-7.59787404,6,6104,11,5,1,36,592,50,7,1,2011,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
3770,100,736,852,36.82022659,-7.36729127,6,2585,11,5,1,36,697,120,7,1,2010,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
715,0,0,222,0,-2.00E-08,4,1469,13,19,2,54,1506,0,0,1,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
6007,0,0,160,36.03209518,-6.86505017,6,4910,2,1,1,76,1212,0,7,1,0,0,0,1,7,4,0,2,6,2,1,1,3,0,0,4,3
7972,0,1922,666,31.59399978,-8.05093808,3,5140,15,15,4,114,1138,530,7,1,1984,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
14799,5000,1961,222,34.56715237,-9.19950758,6,4390,3,11,4,91,359,65,8,1,1993,3,1,0,10,4,2,0,6,2,1,1,6,4,1,1,1
1140,0,50,702,39.86883767,-10.1166421,7,7278,7,18,2,47,1422,1,3,0,2009,8,5,1,3,2,0,2,6,2,3,3,5,3,1,4,3
1873,7,1566,105,37.22796695,-3.18997512,5,6745,6,3,5,16,892,100,10,1,2008,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
793,0,415,259,38.06992614,-10.88283787,7,2646,12,90,17,87,796,143,7,1,1985,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
326,0,0,411,32.98055791,-2.75755122,4,2264,13,19,7,102,1583,0,7,1,0,9,6,3,7,4,0,2,3,3,2,2,7,5,0,6,5
5860,1000,1174,205,31.17223368,-6.31854312,2,3989,15,15,1,75,1290,3000,7,1,2009,4,2,1,7,4,3,1,4,4,1,1,3,0,0,4,3
8306,0,1572,0,34.86112059,-4.54200248,0,393,18,13,2,109,1300,1,7,2,2000,7,4,2,7,4,6,6,7,5,0,0,3,0,0,1,1
13626,50,1361,658,36.57138212,-3.36832089,0,7195,0,2,2,0,1039,200,8,1,2012,13,10,5,10,4,4,5,6,2,1,1,3,0,0,2,1
559,0,938,600,35.38318825,-10.73089531,7,4747,16,10,2,111,908,0,7,1,1987,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
8470,0,359,198,37.36909266,-11.49460485,7,7716,16,10,1,120,1095,1,7,0,1988,14,11,1,7,4,5,3,6,2,1,1,3,0,0,4,3
13478,0,0,420,33.91044502,-9.4545342,1,5336,10,12,3,46,958,0,7,1,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
2467,0,1514,222,38.47904495,-4.7753994,5,4698,20,4,1,52,1119,1,7,1,1972,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
2623,0,-11,145,38.85519619,-8.01327017,6,7011,14,60,14,99,1912,1,7,1,1974,3,1,0,7,4,0,2,6,2,0,0,3,0,0,2,1
12223,300,789,222,29.79191723,-5.31977025,3,3865,5,16,3,31,1819,230,7,1,2006,3,1,0,7,4,3,1,6,2,3,3,8,6,0,2,1
14219,0,216,205,36.6816554,-8.14075971,6,5105,11,5,3,35,285,1000,0,1,2005,0,0,1,7,4,0,2,6,2,1,1,7,5,0,4,3
13551,0,222,746,36.68432969,-8.13576369,6,6422,11,5,3,35,285,1200,0,1,1993,14,11,1,7,4,0,2,0,0,2,2,7,5,0,4,3
6938,0,0,222,30.88927068,-1.49302033,4,1841,4,18,1,26,1558,0,0,1,0,3,1,0,1,1,1,4,6,2,3,3,5,3,1,1,1
70,0,0,222,33.0532866,-2.48628897,4,2831,13,19,2,54,56,0,7,1,0,3,1,0,7,4,0,2,6,2,2,2,5,3,1,6,5
4775,0,0,746,31.74548495,-1.07412739,4,8135,4,18,7,66,502,0,7,1,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
14129,100,1605,0,34.85408506,-4.58045316,0,4142,18,13,2,109,1300,150,7,2,2000,7,4,2,7,4,4,5,6,2,2,2,3,0,0,1,1
593,20,1159,342,36.88893037,-3.36522478,5,7784,0,2,7,65,940,120,7,1,2006,6,10,5,7,4,4,5,6,2,2,2,6,4,1,1,1
6720,0,0,168,36.44299678,-5.9484569,8,0,2,1,3,43,262,0,7,1,0,7,4,2,7,4,4,5,4,4,2,2,3,0,0,2,1
1993,0,11,61,39.31981597,-9.551353,7,3896,7,80,9,37,680,560,0,1,2012,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
